region,city,city_region,latitude,longitude,lat_lon_hdbscan_cluster_05_03,lat_lon_hdbscan_cluster_10_03,lat_lon_hdbscan_cluster_20_03,region_id,city_region_id
Башкортостан,Янаул,Янаул Башкортостан,56.2674828,54.9252541,51,29,17,1,1809
Краснодарский край,Хадыженск,Хадыженск Краснодарский край,44.418695,39.5314274,46,-1,9,9,1687
Воронежская область,Подгоренский,Подгоренский Воронежская область,50.4003281,39.64382370000001,38,22,11,5,1245
Башкортостан,Зирган,Зирган Башкортостан,53.22743209999999,55.9174632,48,27,15,1,544
Саратовская область,Степное,Степное Саратовская область,51.3772809,46.8425849,-1,-1,-1,18,1502
Саратовская область,Красный Кут,Красный Кут Саратовская область,50.9496498,46.9708761,-1,-1,-1,18,778
Самарская область,Большая Черниговка,Большая Черниговка Самарская область,52.0971139,50.8660236,-1,-1,-1,17,214
Ханты-Мансийский АО,Лангепас,Лангепас Ханты-Мансийский АО,61.27031840000001,75.1700858,7,5,3,25,844
Ханты-Мансийский АО,Радужный,Радужный Ханты-Мансийский АО,62.103942,77.4753989,-1,5,3,25,1314
Саратовская область,Ртищево,Ртищево Саратовская область,52.26007329999999,43.7814352,-1,-1,-1,18,1350
Кемеровская область,Полысаево,Полысаево Кемеровская область,54.6034533,86.2760157,25,11,7,8,1266
Калининградская область,Светлогорск,Светлогорск Калининградская область,54.9394562,20.1584706,0,0,0,7,1385
Алтайский край,Тальменка,Тальменка Алтайский край,53.81943880000001,83.5573031,26,13,8,0,1549
Владимирская область,Суздаль,Суздаль Владимирская область,56.41915909999999,40.4536153,3,2,1,3,1517
Челябинская область,Миньяр,Миньяр Челябинская область,55.069349,57.55099990000001,-1,-1,-1,26,947
Самарская область,Безенчук,Безенчук Самарская область,52.9830748,49.4405959,-1,-1,19,17,137
Удмуртия,Камбарка,Камбарка Удмуртия,56.2650223,54.2045733,51,29,17,24,624
Краснодарский край,Анапская,Анапская Краснодарский край,44.8990626,37.3894976,46,41,9,9,53
Самарская область,Новосемейкино,Новосемейкино Самарская область,53.3741199,50.352605,58,36,19,17,1090
Белгородская область,Маслова Пристань,Маслова Пристань Белгородская область,50.45333489999999,36.74128049999999,35,20,10,2,915
Ханты-Мансийский АО,Приобье,Приобье Ханты-Мансийский АО,62.5465831,65.628237,5,4,-1,25,1294
Саратовская область,Калининск,Калининск Саратовская область,51.5006306,44.4835786,28,15,-1,18,615
Нижегородская область,Воротынец,Воротынец Нижегородская область,56.0618754,45.8549645,3,2,1,11,343
Ярославская область,Данилов,Данилов Ярославская область,58.18457100000001,40.18021,3,2,1,27,429
Татарстан,Болгар,Болгар Татарстан,54.9670821,49.0342414,47,26,14,21,203
Ставропольский край,Зеленокумск,Зеленокумск Ставропольский край,44.4140877,43.87361569999999,46,39,9,20,538
Ставропольский край,Александровское,Александровское Ставропольский край,44.7153132,42.9978715,46,-1,9,20,38
Ханты-Мансийский АО,Нягань,Нягань Ханты-Мансийский АО,62.12927699999999,65.3745138,5,4,-1,25,1122
Саратовская область,Шиханы,Шиханы Саратовская область,52.1173637,47.2076504,28,15,-1,18,1774
Иркутская область,Черемхово,Черемхово Иркутская область,53.1400556,103.0939762,4,3,2,6,1723
Татарстан,Арск,Арск Татарстан,56.08891,49.8754019,47,26,14,21,76
Кемеровская область,Ижморский,Ижморский Кемеровская область,56.0699633,86.6910796,-1,11,7,8,566
Башкортостан,Верхние Татышлы,Верхние Татышлы Башкортостан,56.2949747,55.8521507,-1,-1,-1,1,297
Новосибирская область,Тогучин,Тогучин Новосибирская область,55.2412704,84.39754409999999,-1,-1,8,12,1586
Волгоградская область,Ольховка,Ольховка Волгоградская область,49.8557775,44.55604899999999,-1,-1,-1,4,1155
Свердловская область,Среднеуральск,Среднеуральск Свердловская область,56.98592000000001,60.47010699999999,65,38,21,19,1471
Свердловская область,Заречный,Заречный Свердловская область,56.8057986,61.32381219999999,64,38,21,19,526
Нижегородская область,Урень,Урень Нижегородская область,57.47463739999999,45.7930516,3,2,1,11,1650
Ростовская область,Вешенская,Вешенская Ростовская область,49.6315639,41.7147171,-1,-1,-1,16,313
Свердловская область,Алапаевск,Алапаевск Свердловская область,57.8483493,61.6880302,-1,-1,-1,19,28
Красноярский край,Зеленогорск,Зеленогорск Красноярский край,56.1103549,94.613901,16,9,6,10,534
Нижегородская область,Навашино,Навашино Нижегородская область,55.5448316,42.1990405,3,2,1,11,983
Краснодарский край,Белореченск,Белореченск Краснодарский край,44.7591972,39.88171570000001,46,41,9,9,150
Самарская область,Камышла,Камышла Самарская область,54.1076892,52.1346283,-1,-1,18,17,634
Алтайский край,Славгород,Славгород Алтайский край,52.9930044,78.6386564,19,-1,-1,0,1427
Тюменская область,Ялуторовск,Ялуторовск Тюменская область,56.65886740000001,66.3058533,41,24,13,23,1808
Краснодарский край,Воронежская,Воронежская Краснодарский край,45.217295,39.5634405,46,41,9,9,341
Калининградская область,Светлый,Светлый Калининградская область,54.6784451,20.1264966,0,0,0,7,1387
Владимирская область,Покров,Покров Владимирская область,55.9180886,39.1784374,3,2,1,3,1257
Татарстан,Аксубаево,Аксубаево Татарстан,54.8463748,50.7949589,-1,-1,18,21,24
Оренбургская область,Бугуруслан,Бугуруслан Оренбургская область,53.6234055,52.4332215,-1,-1,18,14,249
Саратовская область,Ивантеевка,Ивантеевка Саратовская область,52.2757953,49.0997014,-1,-1,-1,18,557
Татарстан,Пестрецы,Пестрецы Татарстан,55.7577075,49.64864799999999,47,26,14,21,1217
Иркутская область,Култук,Култук Иркутская область,51.7241507,103.7082244,4,3,2,6,811
Новосибирская область,Куйбышев,Куйбышев Новосибирская область,55.4476518,78.3113874,-1,-1,-1,12,803
Ханты-Мансийский АО,Игрим,Игрим Ханты-Мансийский АО,63.19083319999999,64.4183685,5,4,-1,25,563
Ростовская область,Орловский,Орловский Ростовская область,46.8711525,42.0317984,-1,-1,9,16,1165
Татарстан,Буинск,Буинск Татарстан,54.9756301,48.2787037,-1,-1,-1,21,253
Свердловская область,Реж,Реж Свердловская область,57.3665832,61.42217580000001,-1,38,21,19,1329
Самарская область,Алексеевка,Алексеевка Самарская область,53.2487594,50.4927941,58,36,19,17,41
Нижегородская область,Кулебаки,Кулебаки Нижегородская область,55.4203609,42.52336510000001,3,2,1,11,808
Ставропольский край,Новоалександровск,Новоалександровск Ставропольский край,45.4970265,41.2181899,46,44,9,20,1043
Самарская область,Кинель,Кинель Самарская область,53.2210128,50.6343922,58,36,19,17,678
Владимирская область,Лакинск,Лакинск Владимирская область,56.0175401,39.9610322,3,2,1,3,843
Башкортостан,Учалы,Учалы Башкортостан,54.30895839999999,59.408949,32,18,-1,1,1677
Нижегородская область,Тоншаево,Тоншаево Нижегородская область,57.7345797,47.0127977,3,2,1,11,1592
Владимирская область,Меленки,Меленки Владимирская область,55.33652420000001,41.6303343,3,2,1,3,931
Нижегородская область,Ардатов,Ардатов Нижегородская область,55.2374814,43.1028213,3,2,1,11,67
Краснодарский край,Новокубанск,Новокубанск Краснодарский край,45.111673,41.0182824,46,44,9,9,1066
Татарстан,Муслюмово,Муслюмово Татарстан,55.3029762,53.1960521,-1,-1,-1,21,977
Ярославская область,Пречистое,Пречистое Ярославская область,58.4238157,40.3106147,3,2,1,27,1279
Свердловская область,Тавда,Тавда Свердловская область,58.0442892,65.25610879999999,-1,-1,-1,19,1537
Ставропольский край,Ессентукская,Ессентукская Ставропольский край,44.0290071,42.8811136,46,39,9,20,499
Краснодарский край,Платнировская,Платнировская Краснодарский край,45.39003839999999,39.3842097,46,41,9,9,1239
Иркутская область,Байкальск,Байкальск Иркутская область,51.5119541,104.1323949,4,3,2,6,110
Челябинская область,Пласт,Пласт Челябинская область,54.3720551,60.8107845,-1,-1,-1,26,1237
Свердловская область,Североуральск,Североуральск Свердловская область,60.1553083,59.9646358,18,10,-1,19,1401
Ярославская область,Тутаев,Тутаев Ярославская область,57.8675746,39.5333393,3,2,1,27,1619
Башкортостан,Серафимовский,Серафимовский Башкортостан,54.4334808,53.7683112,56,34,18,1,1413
Оренбургская область,Тюльган,Тюльган Оренбургская область,52.3569471,56.1582237,-1,27,15,14,1623
Челябинская область,Красногорский,Красногорский Челябинская область,54.60801439999999,61.2433746,61,30,20,26,750
Кемеровская область,Промышленная,Промышленная Кемеровская область,54.914389,85.646652,-1,11,7,8,1300
Воронежская область,Хохольский,Хохольский Воронежская область,51.5781812,38.7871822,38,22,11,5,1695
Башкортостан,Буздяк,Буздяк Башкортостан,54.5725346,54.521361,-1,-1,-1,1,251
Краснодарский край,Парковый,Парковый Краснодарский край,45.8376055,40.1529862,46,44,9,9,1193
Ростовская область,Зерноград,Зерноград Ростовская область,46.8490381,40.30787189999999,46,-1,9,16,540
Ханты-Мансийский АО,Когалым,Когалым Ханты-Мансийский АО,62.2665501,74.5446849,6,5,3,25,698
Башкортостан,Малояз,Малояз Башкортостан,55.1750475,58.1501193,59,30,20,1,899
Омская область,Полтавка,Полтавка Омская область,54.364736,71.7538684,12,8,5,13,1264
Иркутская область,Нижнеудинск,Нижнеудинск Иркутская область,54.9019282,99.024836,-1,-1,-1,6,1012
Владимирская область,Вязники,Вязники Владимирская область,56.23984249999999,42.1024424,3,2,1,3,357
Краснодарский край,Елизаветинская,Елизаветинская Краснодарский край,45.0463269,38.8000344,46,41,9,9,484
Свердловская область,Красноуфимск,Красноуфимск Свердловская область,56.6153071,57.7536754,-1,-1,-1,19,768
Саратовская область,Красноармейск,Красноармейск Саратовская область,51.0178775,45.7118025,28,15,-1,18,741
Татарстан,Черемшан,Черемшан Татарстан,54.65967699999999,51.5020158,54,32,18,21,1724
Ставропольский край,Лермонтов,Лермонтов Ставропольский край,44.1109665,42.9684183,46,39,9,20,856
Самарская область,Жигулевск,Жигулевск Самарская область,53.3907252,49.4722695,57,35,19,17,508
Кемеровская область,Плотниково,Плотниково Кемеровская область,55.025126,85.948291,-1,11,7,8,1242
Пермский край,Чердынь,Чердынь Пермский край,60.4053202,56.4779816,34,19,-1,15,1720
Кемеровская область,Топки,Топки Кемеровская область,55.28552209999999,85.61438059999999,-1,11,7,8,1593
Краснодарский край,Супсех,Супсех Краснодарский край,44.8608464,37.3556845,46,41,9,9,1521
Краснодарский край,Новопокровская,Новопокровская Краснодарский край,45.9587987,40.6896191,46,-1,9,9,1084
Челябинская область,Зауральский,Зауральский Челябинская область,54.7865632,61.2385394,61,30,20,26,530
Тульская область,Первомайский,Первомайский Тульская область,54.0427743,37.5301471,9,6,4,22,1201
Ставропольский край,Советская,Советская Ставропольский край,44.0271757,44.0430569,45,25,9,20,1441
Тульская область,Куркино,Куркино Тульская область,53.4406495,38.6661432,-1,6,4,22,820
Челябинская область,Усть-Катав,Усть-Катав Челябинская область,54.9311695,58.1645712,59,30,20,26,1665
Нижегородская область,Бутурлино,Бутурлино Нижегородская область,55.5721079,44.8718994,3,2,1,11,261
Омская область,Любинский,Любинский Омская область,55.1536343,72.6937323,12,8,5,13,886
Свердловская область,Камышлов,Камышлов Свердловская область,56.8522639,62.7082352,41,24,13,19,635
Ростовская область,Веселый,Веселый Ростовская область,47.0914911,40.7454595,-1,-1,9,16,310
Челябинская область,Касли,Касли Челябинская область,55.88972399999999,60.7444752,63,38,21,26,659
Нижегородская область,Вача,Вача Нижегородская область,55.80303,42.7711491,3,2,1,11,277
Саратовская область,Аткарск,Аткарск Саратовская область,51.87402909999999,45.0,28,15,-1,18,91
Краснодарский край,Выселки,Выселки Краснодарский край,45.5790083,39.65430730000001,46,41,9,9,351
Омская область,Красноярка,Красноярка Омская область,55.3226326,73.0959366,12,8,5,13,772
Ярославская область,Некрасовское,Некрасовское Ярославская область,57.6782255,40.3590557,3,2,1,27,998
Нижегородская область,Линда,Линда Нижегородская область,56.6185589,44.1012127,3,2,1,11,864
Свердловская область,Тугулым,Тугулым Свердловская область,57.05633599999999,64.6282995,41,24,13,19,1607
Воронежская область,Острогожск,Острогожск Воронежская область,50.8548419,39.06328269999999,37,21,11,5,1172
Башкортостан,Языково,Языково Башкортостан,54.6892923,55.0129307,50,28,16,1,1805
Ростовская область,Чалтырь,Чалтырь Ростовская область,47.284461,39.4991783,46,40,9,16,1707
Башкортостан,Чишмы,Чишмы Башкортостан,54.5924024,55.3759905,50,28,16,1,1744
Татарстан,Сарманово,Сарманово Татарстан,55.2519048,52.58822319999999,55,33,18,21,1378
Воронежская область,Панино,Панино Воронежская область,51.655106,40.13124579999999,38,22,11,5,1191
Пермский край,Майкор,Майкор Пермский край,58.999782,55.88559739999999,-1,23,12,15,893
Ростовская область,Пролетарск,Пролетарск Ростовская область,46.7023654,41.7285328,46,-1,9,16,1298
Свердловская область,Сухой Лог,Сухой Лог Свердловская область,56.9116454,62.03864609999999,-1,38,21,19,1530
Краснодарский край,Полтавская,Полтавская Краснодарский край,45.3681436,38.2100247,46,41,9,9,1265
Новосибирская область,Сузун,Сузун Новосибирская область,53.78424709999999,82.31483659999999,-1,-1,-1,12,1518
Ханты-Мансийский АО,Талинка,Талинка Ханты-Мансийский АО,61.5501963,66.4508649,5,4,-1,25,1545
Кемеровская область,Мариинск,Мариинск Кемеровская область,56.1936066,87.71309769999999,14,9,6,8,907
Белгородская область,Северный,Северный Белгородская область,50.6730651,36.5595997,35,20,10,2,1398
Саратовская область,Новоузенск,Новоузенск Саратовская область,50.4679581,48.1402832,-1,-1,-1,18,1098
Краснодарский край,Тимашевск,Тимашевск Краснодарский край,45.6093387,38.9547015,46,41,9,9,1576
Ставропольский край,Светлоград,Светлоград Ставропольский край,45.3302224,42.863667,46,39,9,20,1386
Волгоградская область,Рудня,Рудня Волгоградская область,50.8033215,44.5657928,29,16,-1,4,1353
Краснодарский край,Псебай,Псебай Краснодарский край,44.1264683,40.810896,46,42,9,9,1303
Воронежская область,Садовое,Садовое Воронежская область,51.5412939,40.498285,38,22,11,5,1363
Белгородская область,Чернянка,Чернянка Белгородская область,50.9339891,37.820799,37,21,11,2,1736
Башкортостан,Аскарово,Аскарово Башкортостан,53.3384127,58.5108708,32,18,-1,1,87
Новосибирская область,Колывань,Колывань Новосибирская область,55.3034398,82.73647799999999,27,14,8,12,706
Красноярский край,Шушенское,Шушенское Красноярский край,53.33719900000001,91.93346969999999,11,7,-1,10,1777
Оренбургская область,Кувандык,Кувандык Оренбургская область,51.479495,57.3641027,-1,-1,-1,14,796
Татарстан,Богатые Сабы,Богатые Сабы Татарстан,56.0130507,50.442181,47,26,14,21,193
Ростовская область,Новобатайск,Новобатайск Ростовская область,46.8947002,39.7800673,46,40,9,16,1047
Свердловская область,Кушва,Кушва Свердловская область,58.28573489999999,59.7776308,60,37,21,19,831
Башкортостан,Сибай,Сибай Башкортостан,52.7133586,58.66813579999999,32,18,-1,1,1419
Пермский край,Верещагино,Верещагино Пермский край,58.0704157,54.6538595,42,23,12,15,284
Белгородская область,Прохоровка,Прохоровка Белгородская область,51.03701,36.7302535,35,20,10,2,1301
Ханты-Мансийский АО,Белоярский,Белоярский Ханты-Мансийский АО,63.7064673,66.66390290000001,-1,-1,-1,25,154
Нижегородская область,Воскресенское,Воскресенское Нижегородская область,56.8392353,45.4286958,3,2,1,11,345
Ставропольский край,Спицевка,Спицевка Ставропольский край,45.116904,42.503334,46,43,9,20,1469
Краснодарский край,Джубга кп,Джубга кп Краснодарский край,44.3264928,38.7015857,39,-1,9,9,438
Ханты-Мансийский АО,Междуреченский,Междуреченский Ханты-Мансийский АО,59.594584,65.911667,-1,-1,-1,25,928
Ханты-Мансийский АО,Пионерский,Пионерский Ханты-Мансийский АО,61.1995653,62.8405475,5,4,-1,25,1232
Ханты-Мансийский АО,Излучинск,Излучинск Ханты-Мансийский АО,60.952778,76.8888889,7,5,3,25,567
Краснодарский край,Афипский,Афипский Краснодарский край,44.9056131,38.8423874,46,41,9,9,92
Самарская область,Красный Яр,Красный Яр Самарская область,53.4977771,50.3922719,58,36,19,17,782
Красноярский край,Дивногорск,Дивногорск Красноярский край,55.960443,92.37107759999999,17,9,6,10,442
Челябинская область,Бреды,Бреды Челябинская область,52.4127836,60.34528150000001,20,-1,-1,26,242
Пермский край,Сива,Сива Пермский край,58.38012620000001,54.3806006,-1,23,12,15,1421
Ставропольский край,Кугульта,Кугульта Ставропольский край,45.3637991,42.3804842,46,-1,9,20,797
Воронежская область,Нововоронеж,Нововоронеж Воронежская область,51.30807009999999,39.2200189,38,22,11,5,1056
Краснодарский край,Переправная,Переправная Краснодарский край,44.3337107,40.7679998,46,42,9,9,1210
Нижегородская область,Решетиха,Решетиха Нижегородская область,56.21327700000001,43.29085,3,2,1,11,1333
Ростовская область,Старая Станица,Старая Станица Ростовская область,48.3442123,40.2910554,46,40,9,16,1481
Ростовская область,Мелиховская,Мелиховская Ростовская область,47.4776885,40.4910299,46,-1,9,16,934
Волгоградская область,Нехаевская,Нехаевская Волгоградская область,50.405938,41.76523299999999,-1,-1,-1,4,1006
Ханты-Мансийский АО,Белый Яр,Белый Яр Ханты-Мансийский АО,61.26513850000001,73.2433784,6,5,3,25,155
Тюменская область,Боровский,Боровский Тюменская область,57.0473862,65.7110972,41,24,13,23,236
Алтайский край,Алейск,Алейск Алтайский край,52.49345880000001,82.78061420000002,23,-1,8,0,29
Краснодарский край,Успенское,Успенское Краснодарский край,44.831259,41.4033867,46,44,9,9,1660
Свердловская область,Верхняя Тура,Верхняя Тура Свердловская область,58.3634707,59.81003440000001,60,37,21,19,306
Иркутская область,Свирск,Свирск Иркутская область,53.0907675,103.3369457,4,3,2,6,1391
Нижегородская область,Лукоянов,Лукоянов Нижегородская область,55.0314911,44.4799464,3,2,1,11,880
Ставропольский край,Боргустанская,Боргустанская Ставропольский край,44.054356,42.528294,46,39,9,20,231
Иркутская область,Вихоревка,Вихоревка Иркутская область,56.114128,101.186866,-1,-1,-1,6,320
Татарстан,Высокая Гора,Высокая Гора Татарстан,55.9121774,49.3073693,47,26,14,21,352
Башкортостан,Давлеканово,Давлеканово Башкортостан,54.2161646,55.0290702,50,28,16,1,426
Владимирская область,Камешково,Камешково Владимирская область,56.3509682,41.0002049,3,2,1,3,630
Татарстан,Апастово,Апастово Татарстан,55.20175649999999,48.5069993,47,26,14,21,63
Башкортостан,Иглино,Иглино Башкортостан,54.8180482,56.3943691,50,28,16,1,561
Белгородская область,Ровеньки,Ровеньки Белгородская область,49.9222068,38.8955685,-1,-1,-1,2,1334
Свердловская область,Качканар,Качканар Свердловская область,58.6978588,59.4929037,60,37,21,19,661
Краснодарский край,Новомихайловский кп,Новомихайловский кп Краснодарский край,44.2552956,38.8497491,39,-1,9,9,1074
Воронежская область,Поворино,Поворино Воронежская область,51.1954067,42.2485575,36,-1,11,5,1243
Пермский край,Очер,Очер Пермский край,57.87213279999999,54.72882809999999,42,23,12,15,1180
Башкортостан,Благовещенск,Благовещенск Башкортостан,55.03855489999999,55.9861219,50,28,16,1,185
Новосибирская область,Чик,Чик Новосибирская область,54.9938789,82.4381478,27,14,8,12,1740
Иркутская область,Слюдянка,Слюдянка Иркутская область,51.6628823,103.7040772,4,3,2,6,1432
Краснодарский край,Батуринская,Батуринская Краснодарский край,45.7893558,39.3676261,46,-1,9,9,135
Пермский край,Чусовой,Чусовой Пермский край,58.27543259999999,57.8314153,34,19,-1,15,1749
Омская область,Павлоградка,Павлоградка Омская область,54.2048528,73.56589009999999,12,8,5,13,1187
Тульская область,Заокский,Заокский Тульская область,54.7332603,37.3959525,9,6,4,22,524
Ставропольский край,Рыздвяный,Рыздвяный Ставропольский край,45.2692017,41.8413519,46,43,9,20,1359
Самарская область,Нефтегорск,Нефтегорск Самарская область,52.803304,51.1735574,-1,-1,19,17,1002
Волгоградская область,Жирновск,Жирновск Волгоградская область,50.97450689999999,44.7853422,29,16,-1,4,510
Челябинская область,Верхнеуральск,Верхнеуральск Челябинская область,53.87641360000001,59.2207871,32,18,-1,26,293
Калининградская область,Озерск,Озерск Калининградская область,54.4026022,22.0193739,0,0,0,7,1135
Ставропольский край,Отказное,Отказное Ставропольский край,44.3220406,43.8587911,46,39,9,20,1173
Челябинская область,Трехгорный,Трехгорный Челябинская область,54.81765110000001,58.44549319999999,59,30,20,26,1597
Тульская область,Северо-Задонск,Северо-Задонск Тульская область,54.0258379,38.3935947,9,6,4,22,1400
Краснодарский край,Анастасиевская,Анастасиевская Краснодарский край,45.21882919999999,37.8876474,46,41,9,9,54
Кемеровская область,Тяжинский,Тяжинский Кемеровская область,56.1218945,88.5013939,14,9,6,8,1627
Владимирская область,Струнино,Струнино Владимирская область,56.3690033,38.5829669,3,2,1,3,1512
Алтайский край,Смоленское,Смоленское Алтайский край,52.30709299999999,85.08285529999999,22,12,8,0,1434
Тульская область,Белев,Белев Тульская область,53.8124145,36.1225732,-1,6,4,22,144
Тюменская область,Абатское,Абатское Тюменская область,56.28836829999999,70.4382849,13,-1,-1,23,1
Волгоградская область,Новоаннинский,Новоаннинский Волгоградская область,50.52546,42.6645851,-1,-1,-1,4,1046
Новосибирская область,Болотное,Болотное Новосибирская область,55.6687386,84.3897696,-1,-1,8,12,204
Алтайский край,Заринск,Заринск Алтайский край,53.7273796,84.92650739999999,22,12,8,0,527
Алтайский край,Алтайское,Алтайское Алтайский край,51.9665597,85.33907959999999,22,12,8,0,50
Ханты-Мансийский АО,Нижнесортымский,Нижнесортымский Ханты-Мансийский АО,62.4413318,71.7682456,-1,-1,-1,25,1010
Татарстан,Нижние Вязовые,Нижние Вязовые Татарстан,55.8026028,48.5249865,47,26,14,21,1013
Краснодарский край,Новодеревянковская,Новодеревянковская Краснодарский край,46.3187542,38.7465307,46,41,9,9,1059
Красноярский край,Емельяново,Емельяново Красноярский край,56.1745938,92.67340329999999,17,9,6,10,491
Волгоградская область,Городище,Городище Волгоградская область,48.80119639999999,44.4739193,31,17,-1,4,393
Краснодарский край,Отрадная,Отрадная Краснодарский край,44.3907775,41.5199929,46,-1,9,9,1174
Алтайский край,Ельцовка,Ельцовка Алтайский край,53.2593166,86.26297280000001,22,12,8,0,488
Краснодарский край,Новомышастовская,Новомышастовская Краснодарский край,45.1974486,38.579875,46,41,9,9,1076
Ярославская область,Мышкин,Мышкин Ярославская область,57.7868036,38.4503218,3,2,1,27,981
Свердловская область,Староуткинск,Староуткинск Свердловская область,57.2287633,59.3184961,-1,-1,-1,19,1498
Башкортостан,Караидель,Караидель Башкортостан,55.8429698,56.8948472,-1,-1,-1,1,649
Волгоградская область,Суровикино,Суровикино Волгоградская область,48.6085692,42.8455406,-1,-1,-1,4,1525
Ставропольский край,Красногвардейское,Красногвардейское Ставропольский край,45.8530856,41.5074796,46,-1,9,20,748
Ставропольский край,Благодарный,Благодарный Ставропольский край,45.1024518,43.4352808,46,39,9,20,186
Самарская область,Суходол,Суходол Самарская область,53.8939147,51.2166439,54,32,18,17,1529
Краснодарский край,Белая Глина,Белая Глина Краснодарский край,46.08116889999999,40.8683033,-1,-1,9,9,140
Пермский край,Октябрьский,Октябрьский Пермский край,56.5195881,57.212424,-1,-1,-1,15,1146
Краснодарский край,Приморско-Ахтарск,Приморско-Ахтарск Краснодарский край,46.0473137,38.190411,-1,-1,9,9,1293
Нижегородская область,Лысково,Лысково Нижегородская область,56.0135442,45.0342011,3,2,1,11,881
Краснодарский край,Азовская,Азовская Краснодарский край,44.7904255,38.6224724,46,41,9,9,19
Иркутская область,Большой Луг,Большой Луг Иркутская область,52.07111099999999,104.0850001,4,3,2,6,228
Алтайский край,Романово,Романово Алтайский край,52.62002039999999,81.239598,23,-1,8,0,1342
Самарская область,Кинель-Черкассы,Кинель-Черкассы Самарская область,53.4671281,51.5058769,58,36,19,17,679
Краснодарский край,Динская,Динская Краснодарский край,45.2206108,39.2308111,46,41,9,9,445
Красноярский край,Ужур,Ужур Красноярский край,55.3253488,89.8785426,-1,-1,-1,10,1637
Белгородская область,Волоконовка,Волоконовка Белгородская область,50.4827685,37.859508,37,21,11,2,333
Башкортостан,Приютово,Приютово Башкортостан,53.90487539999999,53.9272264,56,34,18,1,1296
Алтайский край,Топчиха,Топчиха Алтайский край,52.824354,83.119824,-1,-1,8,0,1594
Ростовская область,Заветное,Заветное Ростовская область,47.118944,43.88125,-1,-1,-1,16,511
Краснодарский край,Троицкая,Троицкая Краснодарский край,45.1312843,38.1117583,46,41,9,9,1599
Кемеровская область,Таштагол,Таштагол Кемеровская область,52.7643345,87.8895009,-1,11,7,8,1560
Красноярский край,Ирбейское,Ирбейское Красноярский край,55.641817,95.45564999999999,-1,9,6,10,582
Алтайский край,Поспелиха,Поспелиха Алтайский край,51.9886098,81.8433417,23,-1,8,0,1270
Краснодарский край,Старощербиновская,Старощербиновская Краснодарский край,46.6285357,38.6771227,46,-1,9,9,1499
Белгородская область,Новый Оскол,Новый Оскол Белгородская область,50.750151,37.8809476,37,21,11,2,1115
Красноярский край,Березовка,Березовка Красноярский край,56.0372852,93.1267573,17,9,6,10,164
Ростовская область,Казанская,Казанская Ростовская область,49.7909406,41.1287934,-1,-1,-1,16,605
Нижегородская область,Починки,Починки Нижегородская область,54.71246130000001,44.83790339999999,3,2,1,11,1272
Тульская область,Богородицк,Богородицк Тульская область,53.7709957,38.1276312,9,6,4,22,196
Ставропольский край,Зольская,Зольская Ставропольский край,43.90770819999999,43.3072726,46,39,9,20,550
Тульская область,Суворов,Суворов Тульская область,54.1254579,36.485623,8,6,4,22,1514
Ростовская область,Усть-Донецкий,Усть-Донецкий Ростовская область,47.6420762,40.8758403,44,-1,9,16,1661
Ростовская область,Чертково,Чертково Ростовская область,49.3887058,40.1467506,-1,-1,9,16,1738
Кемеровская область,Калтан,Калтан Кемеровская область,53.5216252,87.2691571,24,11,7,8,619
Оренбургская область,Абдулино,Абдулино Оренбургская область,53.6819539,53.6474802,56,34,18,14,2
Пермский край,Нытва,Нытва Пермский край,57.9331563,55.34672,43,23,12,15,1121
Башкортостан,Бирск,Бирск Башкортостан,55.4251309,55.5442933,50,28,16,1,180
Ростовская область,Цимлянск,Цимлянск Ростовская область,47.6451517,42.0889476,-1,-1,-1,16,1705
Челябинская область,Межозерный,Межозерный Челябинская область,54.1507929,59.3719249,-1,-1,-1,26,930
Удмуртия,Ува,Ува Удмуртия,56.9834429,52.165387,-1,-1,-1,24,1629
Воронежская область,Анна,Анна Воронежская область,51.48432099999999,40.423141,38,22,11,5,60
Нижегородская область,Сергач,Сергач Нижегородская область,55.5218645,45.4665721,3,2,1,11,1414
Иркутская область,Качуг,Качуг Иркутская область,53.9407018,105.8742023,-1,-1,-1,6,662
Нижегородская область,Перевоз,Перевоз Нижегородская область,55.5921661,44.5401027,3,2,1,11,1205
Челябинская область,Карабаш,Карабаш Челябинская область,55.4777388,60.1995682,-1,-1,-1,26,646
Башкортостан,Ермекеево,Ермекеево Башкортостан,54.081539,53.67777,56,34,18,1,495
Башкортостан,Киргиз-Мияки,Киргиз-Мияки Башкортостан,53.633696,54.807112,-1,-1,-1,1,680
Красноярский край,Заозерный,Заозерный Красноярский край,55.9742134,94.7096333,16,9,6,10,523
Тульская область,Донской,Донской Тульская область,53.96747860000001,38.352923,9,6,4,22,458
Тюменская область,Туртас,Туртас Тюменская область,58.935923,69.1354308,10,-1,-1,23,1617
Свердловская область,Большой Исток,Большой Исток Свердловская область,56.7177494,60.7825984,65,38,21,19,226
Алтайский край,Горняк,Горняк Алтайский край,50.99883149999999,81.4677947,-1,-1,-1,0,389
Воронежская область,Верхний Мамон,Верхний Мамон Воронежская область,50.1617077,40.3711157,38,22,11,5,298
Владимирская область,Костерево,Костерево Владимирская область,55.93202309999999,39.6303442,3,2,1,3,727
Омская область,Большеречье,Большеречье Омская область,56.0899964,74.6202867,12,8,5,13,216
Ханты-Мансийский АО,Федоровский,Федоровский Ханты-Мансийский АО,61.6064287,73.7158482,6,5,3,25,1681
